x,y,blue.mean.occurrence,fin.mean.occurrence,humpback.mean.occurrence,sperm.mean.occurrence
-39.5,52.5,0.635935426,0.524316788,0.549010515,0.610488236
-38.5,52.5,0.645510852,0.546358347,0.582110107,0.585195065
-37.5,52.5,0.647906005,0.545280039,0.568826079,0.612603724
-36.5,52.5,0.664706647,0.551735699,0.544357359,0.66741848
-35.5,52.5,0.677954793,0.568952799,0.557426572,0.685118616
-34.5,52.5,0.664624929,0.587029815,0.559532166,0.681943715
-33.5,52.5,0.634567976,0.571608722,0.556210339,0.666777372
-32.5,52.5,0.618856072,0.540965796,0.558012307,0.634584606
-31.5,52.5,0.619421184,0.558566809,0.556730628,0.657070756
-30.5,52.5,0.638802826,0.581925213,0.569570184,0.666138649
-29.5,52.5,0.625186622,0.583930433,0.580460131,0.640566289
-28.5,52.5,0.615003526,0.561314702,0.582333267,0.605922997
-27.5,52.5,0.619968534,0.547964215,0.586320996,0.57432878
-26.5,52.5,0.639998376,0.564018726,0.603571057,0.572179735
-25.5,52.5,0.638251007,0.571856737,0.613757432,0.569123626
-24.5,52.5,0.639480293,0.545323491,0.580159366,0.59884721
-23.5,52.5,0.626671195,0.513366342,0.515158176,0.627265394
-22.5,52.5,0.652144492,0.571932077,0.540843666,0.660798132
-21.5,52.5,0.642532289,0.569865644,0.518669605,0.682127595
-20.5,52.5,0.677519143,0.610088229,0.534704626,0.722874939
-19.5,52.5,0.693080842,0.592471957,0.543855309,0.732676387
-18.5,52.5,0.66116333,0.571372032,0.529720724,0.702706039
-17.5,52.5,0.624826372,0.575890064,0.523390234,0.676458955
-16.5,52.5,0.614130199,0.56297946,0.527514219,0.650760651
-15.5,52.5,0.667904794,0.663551569,0.602659881,0.723955989
-14.5,52.5,0.73816967,0.674777806,0.612262964,0.705791831
-13.5,52.5,0.717548788,0.630490839,0.592182755,0.652623534
-12.5,52.5,0.71136862,0.633914411,0.579204917,0.676757336
-11.5,52.5,0.688447177,0.653917849,0.656012714,0.610067189
-10.5,52.5,0.626361549,0.632887602,0.740307212,0.507968247
-9.5,52.5,0.595451415,0.557162106,0.639637589,0.50153935
-7.5,52.5,0.608980834,0.531886041,0.638209879,0.487059236
-6.5,52.5,0.604292989,0.571676493,0.675445855,0.478615761
-5.5,52.5,0.604448199,0.574834228,0.675699115,0.493788272
-4.5,52.5,0.61517781,0.564896464,0.650871038,0.4493334
1.5,52.5,0.593052626,0.516002953,0.585754931,0.431227833
2.5,52.5,0.631286919,0.530348718,0.599127054,0.452959359
3.5,52.5,0.556746423,0.482282996,0.5429703,0.450471878
4.5,52.5,0.490639776,0.493338287,0.523833692,0.455796272
154.5,52.5,0.55846256,0.716477752,0.563666701,0.586917698
155.5,52.5,0.544508636,0.636743307,0.639897168,0.534838676
156.5,52.5,0.554649234,0.583472788,0.686147332,0.505231619
158.5,52.5,0.71168673,0.688159287,0.776313663,0.712896883
159.5,52.5,0.658137858,0.689520717,0.709011912,0.716830313
160.5,52.5,0.577220321,0.6731987,0.572905302,0.676779628
161.5,52.5,0.494027913,0.658229828,0.476278275,0.631756723
162.5,52.5,0.493587524,0.654050529,0.454821348,0.643879175
163.5,52.5,0.48008129,0.648471475,0.451081812,0.647040784
164.5,52.5,0.512109935,0.654231131,0.455816597,0.677593529
165.5,52.5,0.535134614,0.664294243,0.446664661,0.676383376
166.5,52.5,0.532345653,0.674708068,0.433712602,0.671598017
167.5,52.5,0.517488241,0.666800261,0.44332239,0.680630386
168.5,52.5,0.494755268,0.65472734,0.45469749,0.683149397
169.5,52.5,0.483915359,0.658292055,0.460701168,0.667355955
170.5,52.5,0.491027057,0.672900021,0.457493305,0.640901089
171.5,52.5,0.500517368,0.696618795,0.460515648,0.638651192
172.5,52.5,0.547024488,0.739543557,0.526484549,0.677546501
173.5,52.5,0.629494548,0.759114861,0.642397046,0.715165913
174.5,52.5,0.594813287,0.75751245,0.605080843,0.738610029
175.5,52.5,0.57107538,0.738981068,0.573395014,0.731703997
176.5,52.5,0.555357337,0.736868501,0.541256309,0.699600339
177.5,52.5,0.573762894,0.73961705,0.544657588,0.707531869
178.5,52.5,0.598403275,0.745804787,0.602701128,0.727092683
179.5,52.5,0.657734334,0.755481064,0.66415,0.764859319
-179.5,51.5,0.626188278,0.759066343,0.628928661,0.734615684
-178.5,51.5,0.631291747,0.757184505,0.634875655,0.727994204
-177.5,51.5,0.627861798,0.754857898,0.622781456,0.707538843
-176.5,51.5,0.627469122,0.756510496,0.613971114,0.704673886
-175.5,51.5,0.598242402,0.744774461,0.579441309,0.680665791
-174.5,51.5,0.580578208,0.733747482,0.549128532,0.653957605
-173.5,51.5,0.559792995,0.724271357,0.53901118,0.652790427
-172.5,51.5,0.552789748,0.723739743,0.528268158,0.646922052
-171.5,51.5,0.532008827,0.716290474,0.500260711,0.63677913
-170.5,51.5,0.512287915,0.713366151,0.478381008,0.624919355
-169.5,51.5,0.496626347,0.709633827,0.465887517,0.621275306
-168.5,51.5,0.498709857,0.71356529,0.46571359,0.621250927
-167.5,51.5,0.505458176,0.716529667,0.456188977,0.628100514
-166.5,51.5,0.487818509,0.709709167,0.429027528,0.604333937
-165.5,51.5,0.470899612,0.700139761,0.424386561,0.570351481
-164.5,51.5,0.445768774,0.688150108,0.412782282,0.536527097
-163.5,51.5,0.424729139,0.673807502,0.406463861,0.507187963
-162.5,51.5,0.423437536,0.670374811,0.417464674,0.499964058
-161.5,51.5,0.429930836,0.674299121,0.388282746,0.540845752
-160.5,51.5,0.432843447,0.675418675,0.37873587,0.557730198
-159.5,51.5,0.426326573,0.664070725,0.421741337,0.505451739
-158.5,51.5,0.417319477,0.653410316,0.465306222,0.473624766
-157.5,51.5,0.422976494,0.654693425,0.451022208,0.496239185
-156.5,51.5,0.428740263,0.653410673,0.428787947,0.524569511
-155.5,51.5,0.426930696,0.65049392,0.435819954,0.522231519
-154.5,51.5,0.422290027,0.65215075,0.456089973,0.507059932
-153.5,51.5,0.436547041,0.66960007,0.394048929,0.565877616
-152.5,51.5,0.436340958,0.668182135,0.403081387,0.567512393
-151.5,51.5,0.442090422,0.665746868,0.405931741,0.579324245
-150.5,51.5,0.466768771,0.674440503,0.434178114,0.613950014
-149.5,51.5,0.481895208,0.678242505,0.443323165,0.640789986
-148.5,51.5,0.490940958,0.680139601,0.444932073,0.641734719
-147.5,51.5,0.44522199,0.657522917,0.431419522,0.562654674
-146.5,51.5,0.453923494,0.665700555,0.413243264,0.572317302
-145.5,51.5,0.467036039,0.668382227,0.418493599,0.588025212
-144.5,51.5,0.506360948,0.685331762,0.435109079,0.614748299
-143.5,51.5,0.553131878,0.708467662,0.451304734,0.650289416
-142.5,51.5,0.510182977,0.691317558,0.425219059,0.583275974
-141.5,51.5,0.51224494,0.687256873,0.417924583,0.566107094
-140.5,51.5,0.52277267,0.690754712,0.422610581,0.579417825
-139.5,51.5,0.524372518,0.688302279,0.45333451,0.585099876
-138.5,51.5,0.526591361,0.687763512,0.456133723,0.566544712
-137.5,51.5,0.512559056,0.661489785,0.494740754,0.494425714
-136.5,51.5,0.514378011,0.669879436,0.509557366,0.49086082
-135.5,51.5,0.52850765,0.685502112,0.461731255,0.545811415
-134.5,51.5,0.532530189,0.687581599,0.463776261,0.594848633
-133.5,51.5,0.538988411,0.702858031,0.478784561,0.61023128
-132.5,51.5,0.557795227,0.736558139,0.523214221,0.632888556
-131.5,51.5,0.659861386,0.777703822,0.668861985,0.736176074
-130.5,51.5,0.730232358,0.793073297,0.7381621,0.777145147
-129.5,51.5,0.655607462,0.783928216,0.694556475,0.694705606
-128.5,51.5,0.622442961,0.739213228,0.764126122,0.552100062
-127.5,51.5,0.657831788,0.681927085,0.809850574,0.501218081
-58.5,51.5,0.729820073,0.697509885,0.777767777,0.502922654
-57.5,51.5,0.737055004,0.657114327,0.726651967,0.477531105
-56.5,51.5,0.723713815,0.563933372,0.584193349,0.463203549
-55.5,51.5,0.773251891,0.702259123,0.763979673,0.514692962
-54.5,51.5,0.744379282,0.694227159,0.725199103,0.51311779
-53.5,51.5,0.769706726,0.705148995,0.686257064,0.530868649
-52.5,51.5,0.765263259,0.702530146,0.683386505,0.529440939
-51.5,51.5,0.760682821,0.681770444,0.65627408,0.564663887
-50.5,51.5,0.777910113,0.699464023,0.637963712,0.69640398
-49.5,51.5,0.750207961,0.708311617,0.649924874,0.705871463
-48.5,51.5,0.683929324,0.628953993,0.589677274,0.675958276
-47.5,51.5,0.662559569,0.560458899,0.542925656,0.665661097
-46.5,51.5,0.661614716,0.553978324,0.541812301,0.689346552
-45.5,51.5,0.630674303,0.564296305,0.602131307,0.574934006
-44.5,51.5,0.551012754,0.576928139,0.648357093,0.460957259
-43.5,51.5,0.574019432,0.617017448,0.673697114,0.473670363
-42.5,51.5,0.588924766,0.562531531,0.619950175,0.535140336
-41.5,51.5,0.58618176,0.562457681,0.570420444,0.596917212
-40.5,51.5,0.617456198,0.604488671,0.572913706,0.661953032
-39.5,51.5,0.596246719,0.576908171,0.563313246,0.632032216
-38.5,51.5,0.60150212,0.53764987,0.594589889,0.5540663
-37.5,51.5,0.594590306,0.53627336,0.593748927,0.549524546
-36.5,51.5,0.602371097,0.541177034,0.586191475,0.549158871
-35.5,51.5,0.60038799,0.53345865,0.564182281,0.575338304
-34.5,51.5,0.60040313,0.519569755,0.560501873,0.583750665
-33.5,51.5,0.595490813,0.510852993,0.557935178,0.580323458
-32.5,51.5,0.608985007,0.527299523,0.558446705,0.599307001
-31.5,51.5,0.605649769,0.563492715,0.546131074,0.66761291
-30.5,51.5,0.636667013,0.633034527,0.561537802,0.723628104
-29.5,51.5,0.635225356,0.615338206,0.554183781,0.709820092
-28.5,51.5,0.616078794,0.550833404,0.530474305,0.675295353
-27.5,51.5,0.624765575,0.495281994,0.51076138,0.629243791
-26.5,51.5,0.625532269,0.497363776,0.515905082,0.61212939
-25.5,51.5,0.63274157,0.526290417,0.55666393,0.598142624
-24.5,51.5,0.642969787,0.540316403,0.574943066,0.587012231
-23.5,51.5,0.633570313,0.504095614,0.522907972,0.614390016
-22.5,51.5,0.640186846,0.536019444,0.51211673,0.669747949
-21.5,51.5,0.666764438,0.576170027,0.530764103,0.712131381
-20.5,51.5,0.64284718,0.534709334,0.501118302,0.660455585
-19.5,51.5,0.617917955,0.545069039,0.494830579,0.668656707
-18.5,51.5,0.615246713,0.552103102,0.555866838,0.592620611
-17.5,51.5,0.620552301,0.577829719,0.588131905,0.568212092
-16.5,51.5,0.632102489,0.586952627,0.546606123,0.643310368
-15.5,51.5,0.663200378,0.627220094,0.626712501,0.702180564
-14.5,51.5,0.73928076,0.678629637,0.619202733,0.743649006
-13.5,51.5,0.762532294,0.692900479,0.604370713,0.776403069
-12.5,51.5,0.771454036,0.731640816,0.603606701,0.80081284
-11.5,51.5,0.73792392,0.678616643,0.604292154,0.73300004
-10.5,51.5,0.666410029,0.693855703,0.750855505,0.540456116
-9.5,51.5,0.633874714,0.640643179,0.749542773,0.511231303
-8.5,51.5,0.635076165,0.591285765,0.713611603,0.508913338
-7.5,51.5,0.626501143,0.568359911,0.683112144,0.508311152
-6.5,51.5,0.626306057,0.584499896,0.691274166,0.509026587
-5.5,51.5,0.614181936,0.576419175,0.667261958,0.504259169
-4.5,51.5,0.6017555,0.54461056,0.605129361,0.477011591
-3.5,51.5,0.470746696,0.502587199,0.528898895,0.475762188
0.5,51.5,0.496679187,0.510153115,0.558800697,0.445655525
1.5,51.5,0.508225501,0.493593246,0.548011184,0.433140457
2.5,51.5,0.586800933,0.486862719,0.564879775,0.431818932
3.5,51.5,0.493074417,0.495150715,0.544943511,0.449815601
153.5,51.5,0.609593272,0.723475635,0.572397053,0.574746788
154.5,51.5,0.600733638,0.732078314,0.579315662,0.598014593
155.5,51.5,0.597536266,0.715113282,0.632488012,0.611158133
156.5,51.5,0.577204227,0.697800279,0.646540999,0.576033473
157.5,51.5,0.62895149,0.711476147,0.687941134,0.637496471
158.5,51.5,0.65222615,0.705506802,0.690330565,0.714577496
159.5,51.5,0.534961462,0.675746739,0.501526356,0.662317991
160.5,51.5,0.491216719,0.648836792,0.477453768,0.636365235
161.5,51.5,0.496769279,0.650490642,0.458182007,0.652126253
162.5,51.5,0.428927749,0.623238683,0.412954628,0.540354311
163.5,51.5,0.418747604,0.626341283,0.381279349,0.556376994
164.5,51.5,0.476716578,0.65987432,0.442257464,0.638911366
165.5,51.5,0.46584776,0.649456918,0.429348469,0.636870861
166.5,51.5,0.522627234,0.668897688,0.453767866,0.673169017
167.5,51.5,0.55838877,0.684955776,0.476022333,0.701373816
168.5,51.5,0.544681609,0.696434379,0.436207324,0.669631362
169.5,51.5,0.492256045,0.680169702,0.431448281,0.645192981
170.5,51.5,0.464981467,0.66543299,0.434144467,0.627414048
171.5,51.5,0.493675232,0.678177476,0.460270911,0.650036633
172.5,51.5,0.48948735,0.684843957,0.460945219,0.630532801
173.5,51.5,0.497066855,0.697708905,0.459301561,0.632755935
174.5,51.5,0.50012815,0.704809248,0.466623217,0.64831984
175.5,51.5,0.52946496,0.714735329,0.507802248,0.679894328
176.5,51.5,0.527267516,0.712284863,0.50645864,0.665364087
177.5,51.5,0.583374143,0.732446194,0.5751279,0.701568425
178.5,51.5,0.642867327,0.744433284,0.644311011,0.723812521
179.5,51.5,0.639398158,0.753862023,0.636657894,0.718552291
-179.5,50.5,0.511692047,0.692208588,0.475200027,0.6490345
-178.5,50.5,0.504818022,0.691054642,0.470741361,0.649510503
-177.5,50.5,0.495693773,0.69252634,0.472084224,0.64570719
-176.5,50.5,0.495973527,0.698333502,0.473999918,0.645154357
-175.5,50.5,0.502901733,0.707188606,0.469944417,0.639239073
-174.5,50.5,0.508353233,0.717178643,0.462915778,0.636583328
-173.5,50.5,0.50636816,0.718515515,0.453000724,0.632322788
-172.5,50.5,0.502357185,0.716371238,0.448688269,0.62821728
-171.5,50.5,0.487552881,0.70671618,0.43955493,0.615259409
-170.5,50.5,0.486570925,0.705513716,0.425959706,0.610060573
-169.5,50.5,0.469016701,0.696514308,0.411579877,0.592523694
-168.5,50.5,0.447823495,0.691543102,0.384869486,0.5651685
-167.5,50.5,0.429013133,0.677921295,0.378467113,0.528344929
-166.5,50.5,0.430824667,0.670680881,0.382454276,0.530088007
-165.5,50.5,0.433840394,0.675490618,0.374766052,0.542748988
-164.5,50.5,0.428714722,0.665599465,0.397510231,0.529533744
-163.5,50.5,0.423439026,0.655266583,0.432693183,0.509818375
-162.5,50.5,0.428637624,0.655917346,0.42007491,0.52670306
-161.5,50.5,0.431849033,0.658481777,0.406719536,0.537021458
-160.5,50.5,0.43261838,0.657163084,0.404298574,0.538156807
-159.5,50.5,0.428686738,0.654573083,0.429250628,0.521354079
-158.5,50.5,0.418058753,0.645534158,0.466641814,0.488516659
-157.5,50.5,0.414763182,0.629085362,0.448616147,0.483021975
-156.5,50.5,0.419640481,0.644808352,0.466183245,0.4947142
-155.5,50.5,0.436511964,0.655594528,0.403470993,0.560137749
-154.5,50.5,0.436435521,0.651995063,0.413520873,0.560553849
-153.5,50.5,0.434697598,0.655968428,0.429640681,0.555960953
-152.5,50.5,0.424622595,0.649008453,0.479498267,0.510743141
-151.5,50.5,0.430562407,0.655070841,0.462345421,0.521516144
-150.5,50.5,0.437150687,0.656067789,0.441597193,0.543919742
-149.5,50.5,0.438156307,0.657183588,0.435725242,0.549603701
-148.5,50.5,0.433630019,0.656380773,0.460885018,0.530421436
-147.5,50.5,0.434532374,0.657970071,0.474598229,0.517690778
-146.5,50.5,0.452029824,0.663424373,0.43229413,0.553546071
-145.5,50.5,0.452141881,0.661536396,0.463605583,0.534644961
-144.5,50.5,0.499369413,0.686874807,0.448106825,0.618004978
-143.5,50.5,0.574385226,0.720271289,0.470139295,0.681869328
-142.5,50.5,0.573010743,0.719755709,0.481437355,0.66918236
-141.5,50.5,0.533637226,0.695935488,0.452565998,0.629442692
-140.5,50.5,0.50783515,0.684976161,0.435075343,0.566843987
-139.5,50.5,0.525856256,0.691870928,0.442408442,0.583489358
-138.5,50.5,0.530835986,0.696471512,0.425038636,0.589205086
-137.5,50.5,0.53280592,0.693230212,0.435052842,0.559366167
-136.5,50.5,0.527948916,0.675499618,0.482162327,0.519913077
-135.5,50.5,0.537178338,0.675890505,0.462221831,0.543420136
-134.5,50.5,0.538667083,0.674169421,0.468115658,0.561446905
-133.5,50.5,0.539120555,0.67702508,0.477799058,0.577585459
-132.5,50.5,0.543403924,0.688352108,0.485939205,0.611588538
-131.5,50.5,0.553950608,0.70658803,0.534999669,0.645885944
-130.5,50.5,0.624172151,0.761028469,0.627895832,0.710997641
-129.5,50.5,0.719368458,0.79194504,0.713784695,0.766224861
-128.5,50.5,0.752840936,0.803670049,0.786526561,0.741942406
-127.5,50.5,0.732168257,0.750630021,0.802223921,0.615405202
-66.5,50.5,0.782810211,0.726805508,0.769352496,0.573929012
-65.5,50.5,0.775084734,0.724929631,0.759527206,0.557796061
-64.5,50.5,0.74636519,0.716855049,0.779801846,0.506855845
-63.5,50.5,0.652684271,0.617686868,0.689886689,0.443577886
-62.5,50.5,0.696363509,0.692875326,0.777722597,0.477417529
-61.5,50.5,0.780126452,0.720794499,0.763845444,0.553655207
-60.5,50.5,0.783164322,0.727203667,0.765611827,0.558994293
-59.5,50.5,0.777930677,0.733374715,0.776332974,0.53882283
-58.5,50.5,0.768024623,0.738659203,0.777093291,0.522812426
-57.5,50.5,0.774337411,0.732142031,0.780988514,0.511756539
-56.5,50.5,0.783364117,0.714523375,0.779309094,0.519555807
-55.5,50.5,0.771431565,0.724339008,0.765517175,0.514728904
-54.5,50.5,0.735593677,0.684963644,0.72365731,0.499499202
-53.5,50.5,0.764361382,0.703285873,0.697211742,0.534381568
-52.5,50.5,0.776057422,0.701768756,0.68422246,0.554950953
-51.5,50.5,0.733585954,0.660906792,0.667174578,0.536329985
-50.5,50.5,0.760648608,0.674657762,0.594080091,0.675273716
-49.5,50.5,0.785795271,0.76035589,0.638323784,0.764390945
-48.5,50.5,0.709482431,0.681043208,0.59975189,0.677042782
-47.5,50.5,0.683323503,0.608991385,0.590077817,0.660543442
-46.5,50.5,0.70108676,0.641377151,0.589903414,0.733225763
-45.5,50.5,0.640497029,0.592749059,0.584453762,0.666256845
-44.5,50.5,0.583767712,0.584522128,0.627707124,0.513687551
-43.5,50.5,0.557818413,0.565942466,0.621607482,0.49766463
-42.5,50.5,0.55358094,0.570175529,0.62886399,0.493263423
-41.5,50.5,0.537224174,0.575219274,0.633107007,0.475803375
-40.5,50.5,0.576026499,0.592486501,0.630806565,0.495164424
-39.5,50.5,0.575221479,0.558177292,0.594194293,0.524987459
-38.5,50.5,0.574974239,0.513949215,0.558725238,0.549621761
-37.5,50.5,0.57507813,0.507548392,0.552718222,0.549256623
-36.5,50.5,0.587704062,0.544962347,0.593364,0.52716881
-35.5,50.5,0.612651765,0.575207651,0.615237474,0.519729316
-34.5,50.5,0.598773539,0.518878639,0.559383154,0.559870183
-33.5,50.5,0.598816752,0.500605106,0.54505682,0.568141162
-32.5,50.5,0.62047261,0.513098538,0.542201996,0.581316471
-31.5,50.5,0.623586833,0.519429088,0.543675601,0.604417622
-30.5,50.5,0.632087946,0.514684498,0.528311849,0.637456119
-29.5,50.5,0.649163306,0.521688759,0.551506758,0.635808885
-28.5,50.5,0.642664969,0.509225249,0.539619148,0.630154431
-27.5,50.5,0.622410119,0.494125694,0.513354778,0.630173683
-26.5,50.5,0.625132024,0.497435898,0.52434653,0.602514148
-25.5,50.5,0.649213791,0.539095879,0.569912612,0.583183825
-24.5,50.5,0.640273631,0.521338105,0.558890581,0.584675193
-23.5,50.5,0.627651572,0.491345674,0.5224213,0.597446322
-22.5,50.5,0.637240767,0.477885723,0.495501339,0.617645502
-21.5,50.5,0.650084615,0.522907376,0.496546209,0.657705247
-20.5,50.5,0.647600472,0.530739427,0.495745033,0.655559421
-19.5,50.5,0.635480464,0.503708601,0.498526037,0.623691261
-18.5,50.5,0.623539984,0.537708402,0.530035794,0.613662779
-17.5,50.5,0.647509575,0.608257353,0.62703836,0.554312944
-16.5,50.5,0.640537739,0.569678426,0.57936877,0.585454404
-15.5,50.5,0.641913593,0.573372424,0.550516844,0.672480702
-14.5,50.5,0.67037034,0.637486994,0.646166146,0.709384859
-13.5,50.5,0.722886086,0.687438369,0.586880982,0.749906123
-12.5,50.5,0.718245447,0.715699792,0.576949716,0.725902379
-11.5,50.5,0.771576166,0.700232089,0.631313741,0.784858465
-10.5,50.5,0.680604458,0.651824772,0.652636647,0.60637176
-9.5,50.5,0.653202295,0.615203202,0.681229115,0.538217008
-8.5,50.5,0.657906711,0.61062324,0.68480289,0.542576313
-7.5,50.5,0.662919521,0.603462756,0.690917611,0.543021619
-6.5,50.5,0.658453286,0.578635097,0.678700447,0.540896595
-5.5,50.5,0.62385869,0.563135922,0.641700387,0.52465111
-4.5,50.5,0.634998322,0.561596513,0.642193437,0.50878495
-3.5,50.5,0.636232972,0.539775431,0.626713872,0.482175142
-2.5,50.5,0.624703646,0.544385195,0.619487762,0.465099037
-1.5,50.5,0.62238729,0.5402807,0.603387177,0.451239794
-0.5,50.5,0.617138386,0.528439939,0.600468934,0.456017882
0.5,50.5,0.542258918,0.498444468,0.561835766,0.447913677
1.5,50.5,0.489078909,0.499495745,0.540272355,0.446668297
152.5,50.5,0.600829482,0.698718786,0.578609347,0.679547966
153.5,50.5,0.641096234,0.727772832,0.611699641,0.686338723
154.5,50.5,0.669566035,0.744043529,0.646603703,0.685804784
155.5,50.5,0.649065018,0.7325899,0.674576104,0.656673551
156.5,50.5,0.628670335,0.708883643,0.682182312,0.648112535
157.5,50.5,0.660235226,0.700990021,0.684735417,0.696779668
158.5,50.5,0.533423662,0.676994085,0.502528906,0.660914063
159.5,50.5,0.491320223,0.648738861,0.467073411,0.646610022
160.5,50.5,0.49100998,0.649657309,0.447732896,0.652504802
161.5,50.5,0.430143356,0.628540039,0.393578142,0.565063179
162.5,50.5,0.409529656,0.613036633,0.40881741,0.500713766
163.5,50.5,0.414246649,0.623937368,0.376171559,0.5173105
164.5,50.5,0.420387983,0.631583989,0.38335824,0.53837502
165.5,50.5,0.418011546,0.627290487,0.393149734,0.564242303
166.5,50.5,0.484463573,0.658588052,0.455226898,0.648220539
167.5,50.5,0.553596437,0.688591182,0.468096823,0.677496731
168.5,50.5,0.534971952,0.688968003,0.449870497,0.666059673
169.5,50.5,0.49765864,0.681614101,0.432279229,0.652407944
170.5,50.5,0.463042587,0.665949047,0.422445327,0.615141988
171.5,50.5,0.476548612,0.67604661,0.435586482,0.632244229
172.5,50.5,0.473761111,0.67217344,0.432480663,0.635182798
173.5,50.5,0.462029785,0.656211257,0.423246473,0.630420685
174.5,50.5,0.474425018,0.657695055,0.448668331,0.647998869
175.5,50.5,0.491735399,0.666113198,0.467582285,0.667879581
176.5,50.5,0.503614843,0.673723996,0.481173962,0.661800563
177.5,50.5,0.500824749,0.679882169,0.481054068,0.651648819
178.5,50.5,0.507968545,0.688690484,0.483370543,0.641925275
179.5,50.5,0.515023112,0.690509737,0.483023345,0.642646432
-179.5,49.5,0.469168931,0.673414648,0.409241855,0.62227422
-178.5,49.5,0.467666447,0.671250999,0.41816473,0.626302361
-177.5,49.5,0.466420949,0.673074484,0.413751155,0.621982694
-176.5,49.5,0.456942588,0.667857766,0.417835385,0.620035946
-175.5,49.5,0.451412976,0.671825171,0.39347136,0.59853971
-174.5,49.5,0.451486111,0.683647871,0.38314119,0.57572031
-173.5,49.5,0.434584349,0.677834749,0.369470179,0.558448374
-172.5,49.5,0.431759804,0.672448635,0.369369209,0.548480809
-171.5,49.5,0.422796786,0.657836497,0.414176822,0.509716511
-170.5,49.5,0.43107301,0.661600888,0.38809523,0.541584313
-169.5,49.5,0.420621604,0.651107907,0.438407719,0.510150373
-168.5,49.5,0.428102136,0.652751982,0.405718803,0.5386042
-167.5,49.5,0.427807927,0.653012991,0.411783636,0.535466254
-166.5,49.5,0.424878329,0.643096328,0.439571559,0.528909206
-165.5,49.5,0.4350788,0.649717867,0.398895204,0.567606986
-164.5,49.5,0.436493516,0.654949546,0.39072454,0.576615036
-163.5,49.5,0.42610842,0.644344926,0.445886254,0.529914379
-162.5,49.5,0.419512421,0.637082577,0.47217983,0.505804837
-161.5,49.5,0.422530472,0.636718214,0.465474337,0.513771832
-160.5,49.5,0.427370697,0.643369555,0.46017918,0.528411984
-159.5,49.5,0.423531771,0.641153216,0.474588037,0.515563905
-158.5,49.5,0.43249023,0.644137144,0.445820898,0.549073637
-157.5,49.5,0.434802979,0.644369602,0.440614462,0.555344403
-156.5,49.5,0.433597535,0.642321587,0.448922455,0.546019554
-155.5,49.5,0.441620469,0.647176623,0.419582129,0.579643846
-154.5,49.5,0.436466008,0.643007994,0.450106204,0.55841434
-153.5,49.5,0.422988117,0.628212154,0.483611137,0.51343745
-152.5,49.5,0.429880291,0.639847696,0.488316447,0.526826799
-151.5,49.5,0.436518282,0.645287871,0.477191478,0.541101575
-150.5,49.5,0.431971282,0.648394287,0.497697413,0.524769843
-149.5,49.5,0.446451277,0.655382276,0.429744333,0.574588418
-148.5,49.5,0.439834923,0.653242648,0.460592359,0.547648787
-147.5,49.5,0.443990856,0.662164032,0.445339233,0.55169183
-146.5,49.5,0.454393834,0.672187567,0.415732086,0.578576803
-145.5,49.5,0.45865196,0.668851614,0.42711252,0.561228514
-144.5,49.5,0.457601875,0.667617023,0.4614757,0.532320976
-143.5,49.5,0.477636665,0.674775422,0.43353188,0.570970118
-142.5,49.5,0.50635469,0.688456774,0.434387535,0.605463326
-141.5,49.5,0.503713727,0.681601286,0.436288446,0.596728325
-140.5,49.5,0.498589188,0.675264716,0.437402129,0.561985731
-139.5,49.5,0.507233262,0.684600234,0.442882955,0.554085314
-138.5,49.5,0.514543414,0.684859812,0.435475737,0.556688607
-137.5,49.5,0.514134228,0.67759043,0.437079102,0.551569283
-136.5,49.5,0.530826211,0.679704547,0.438872963,0.5600245
-135.5,49.5,0.541991115,0.678298354,0.447103649,0.565056205
-134.5,49.5,0.552773416,0.680952728,0.468371481,0.601214707
-133.5,49.5,0.550406694,0.669732213,0.482147098,0.618201375
-132.5,49.5,0.549745679,0.662652194,0.477233857,0.61483568
-131.5,49.5,0.556265235,0.664129794,0.519461811,0.641013503
-130.5,49.5,0.556934595,0.693737268,0.561641932,0.654010534
-129.5,49.5,0.573816061,0.723830283,0.566175342,0.644811511
-128.5,49.5,0.667872787,0.781562626,0.657601476,0.719502866
-127.5,49.5,0.77283746,0.79835999,0.803530157,0.749328673
-126.5,49.5,0.784964263,0.81068784,0.819686472,0.703798354
-125.5,49.5,0.669252217,0.731882989,0.741495669,0.567644179
-124.5,49.5,0.656793714,0.631041884,0.746378839,0.508459091
-123.5,49.5,0.658828795,0.637960851,0.800057411,0.506539404
-68.5,49.5,0.697811902,0.756701827,0.827928364,0.486743361
-67.5,49.5,0.774144113,0.743957341,0.804643512,0.546594262
-66.5,49.5,0.782664299,0.726906538,0.776005447,0.571457326
-65.5,49.5,0.793138027,0.739531338,0.768652022,0.5617944
-64.5,49.5,0.778760672,0.717301965,0.751965225,0.556733191
-63.5,49.5,0.764667571,0.710223079,0.75290668,0.537882805
-62.5,49.5,0.741621315,0.69371444,0.742735386,0.537505746
-61.5,49.5,0.77616322,0.718949616,0.750384033,0.561606526
-60.5,49.5,0.776710451,0.722468853,0.740118563,0.555342317
-59.5,49.5,0.782387495,0.730727732,0.753275514,0.54582721
-58.5,49.5,0.778899074,0.733880401,0.769328594,0.542356551
-55.5,49.5,0.771178722,0.730026007,0.770072579,0.513166964
-54.5,49.5,0.766885698,0.696261644,0.746103287,0.528225303
-53.5,49.5,0.753497422,0.682360172,0.728426456,0.543798029
