x,y,blue.mean.occurrence,fin.mean.occurrence,humpback.mean.occurrence,sperm.mean.occurrence
22.5,71.5,0.715313315,0.634769142,0.655279636,0.604148448
23.5,71.5,0.711444557,0.642187417,0.676454186,0.59769094
24.5,71.5,0.718209505,0.640441298,0.688002884,0.581981421
25.5,71.5,0.722890139,0.646120191,0.695744812,0.578974247
26.5,71.5,0.725445569,0.651227772,0.694905281,0.582144022
27.5,71.5,0.727377415,0.641844153,0.677885771,0.603168249
28.5,71.5,0.726098537,0.644690156,0.674260676,0.598014176
29.5,71.5,0.712908804,0.626425266,0.65440315,0.574379325
30.5,71.5,0.699904621,0.613844216,0.641675115,0.556808472
31.5,71.5,0.686177731,0.595047414,0.631004572,0.545515835
32.5,71.5,0.690834999,0.587277949,0.622073472,0.547096789
33.5,71.5,0.697410345,0.587840497,0.629453719,0.552013159
34.5,71.5,0.7038849,0.588446498,0.639678299,0.557994008
35.5,71.5,0.711101174,0.611009121,0.664064884,0.554289699
36.5,71.5,0.711449265,0.636101007,0.687214017,0.528089166
37.5,71.5,0.71949935,0.655869961,0.700791538,0.513896763
38.5,71.5,0.728750885,0.65976125,0.689292014,0.522848845
39.5,71.5,0.731247425,0.634113789,0.655991316,0.535911143
40.5,71.5,0.757028103,0.646369219,0.667464554,0.569640994
41.5,71.5,0.763361931,0.658713579,0.70075357,0.578818619
42.5,71.5,0.755478263,0.65633297,0.709385693,0.560990989
43.5,71.5,0.740487278,0.646223545,0.704809666,0.553145349
44.5,71.5,0.742719293,0.643894196,0.712137878,0.56151098
45.5,71.5,0.750950158,0.631123841,0.705192983,0.56410557
46.5,71.5,0.75007081,0.636105537,0.715289652,0.552348077
47.5,71.5,0.741985738,0.624542236,0.708813369,0.545212865
48.5,71.5,0.72840625,0.559426725,0.639240265,0.544024229
49.5,71.5,0.728920996,0.542013884,0.620386243,0.534718156
50.5,71.5,0.723647773,0.540119767,0.62784481,0.514546573
51.5,71.5,0.734980047,0.6134004,0.704853117,0.504760444
52.5,71.5,0.753089726,0.640268624,0.723624766,0.488248527
53.5,71.5,0.760666788,0.619888783,0.713671148,0.45935297
-24.5,70.5,0.78761363,0.602702677,0.581071615,0.570372522
-23.5,70.5,0.792959511,0.623780072,0.626791954,0.563214958
-22.5,70.5,0.783999741,0.608864903,0.61043179,0.546677291
-21.5,70.5,0.782426775,0.587679625,0.568894327,0.553002417
-20.5,70.5,0.76310432,0.6083709,0.602801681,0.493986219
-19.5,70.5,0.788644373,0.58628726,0.503552139,0.636227489
-18.5,70.5,0.818120778,0.619234025,0.509795189,0.737675667
-17.5,70.5,0.820518732,0.605899155,0.546858907,0.703745246
-16.5,70.5,0.825524569,0.579589427,0.527544498,0.698118687
-15.5,70.5,0.828795314,0.588051915,0.544761717,0.690165818
-14.5,70.5,0.823949814,0.573905766,0.513580799,0.711114585
-13.5,70.5,0.815579593,0.595606923,0.517998159,0.726525307
-12.5,70.5,0.802676499,0.630306423,0.520992756,0.755876958
-11.5,70.5,0.796606839,0.62467587,0.520563304,0.752064586
-10.5,70.5,0.79699862,0.635720491,0.53326571,0.750358641
-9.5,70.5,0.818193555,0.682401836,0.585475564,0.763642728
-8.5,70.5,0.790144742,0.679180801,0.596223712,0.71042186
-7.5,70.5,0.802495599,0.714786291,0.612599075,0.752393365
-6.5,70.5,0.769559979,0.710560143,0.586392939,0.72257781
-5.5,70.5,0.744177818,0.676464319,0.574847996,0.705394387
-4.5,70.5,0.7286672,0.666763484,0.569118559,0.711167037
-3.5,70.5,0.683738589,0.614482164,0.547549307,0.698373854
-2.5,70.5,0.684600115,0.534461141,0.538313985,0.678020775
-1.5,70.5,0.683174551,0.518512011,0.542992949,0.680907369
-0.5,70.5,0.684326947,0.514663219,0.565034151,0.648277342
0.5,70.5,0.687645555,0.521201253,0.585178316,0.632578194
1.5,70.5,0.658988535,0.523199201,0.598050177,0.596618176
2.5,70.5,0.63244909,0.519641638,0.601441741,0.553787351
3.5,70.5,0.616781116,0.517418981,0.599119663,0.535648823
4.5,70.5,0.62324518,0.53224504,0.615481079,0.546624303
5.5,70.5,0.631025016,0.533189297,0.613665581,0.56288743
6.5,70.5,0.641598642,0.558945775,0.638813972,0.572173774
7.5,70.5,0.695089996,0.580267906,0.644060433,0.60350585
8.5,70.5,0.712562263,0.595691979,0.643078089,0.622461498
9.5,70.5,0.717357814,0.613346577,0.64672631,0.627956331
10.5,70.5,0.707440197,0.595613897,0.618890285,0.654932737
11.5,70.5,0.698830605,0.58377862,0.59476769,0.667817652
12.5,70.5,0.704003036,0.596434712,0.585118294,0.673962712
13.5,70.5,0.703512132,0.624149263,0.589694858,0.677353621
14.5,70.5,0.698543847,0.653661847,0.59047538,0.684901118
15.5,70.5,0.710689604,0.688863516,0.588275671,0.733541071
16.5,70.5,0.762781084,0.709621787,0.631820321,0.80602169
17.5,70.5,0.703397155,0.660909653,0.644487917,0.666510284
18.5,70.5,0.681778848,0.671476007,0.740496039,0.543061972
19.5,70.5,0.676474333,0.667456865,0.751747966,0.526791275
20.5,70.5,0.689907372,0.687835634,0.760152161,0.537561238
21.5,70.5,0.728296459,0.68629384,0.749213636,0.555892348
22.5,70.5,0.724997044,0.65197736,0.738019049,0.550692499
23.5,70.5,0.715920269,0.607638657,0.693451524,0.569966733
24.5,70.5,0.714534819,0.636183083,0.74671191,0.538435638
29.5,70.5,0.73882997,0.640618742,0.675743818,0.623476446
30.5,70.5,0.746438086,0.676231802,0.746278703,0.575503051
31.5,70.5,0.733596921,0.673647285,0.720132232,0.579971015
32.5,70.5,0.712264717,0.649956405,0.700184226,0.565189421
33.5,70.5,0.701976597,0.605772495,0.656019449,0.567405939
34.5,70.5,0.706427276,0.591413975,0.642484307,0.568863392
35.5,70.5,0.708425581,0.590413809,0.649152815,0.56567055
36.5,70.5,0.706468046,0.590079308,0.651950002,0.561875701
37.5,70.5,0.709500551,0.607422113,0.674571574,0.559257925
38.5,70.5,0.720219851,0.64150703,0.703047752,0.560415328
39.5,70.5,0.729273379,0.635841548,0.694167912,0.565513372
40.5,70.5,0.739956975,0.637712181,0.708280981,0.565555274
41.5,70.5,0.726727486,0.610598743,0.714823365,0.53659749
42.5,70.5,0.720332026,0.579794884,0.695254982,0.518873453
43.5,70.5,0.716520309,0.583893478,0.692284346,0.52483052
44.5,70.5,0.711361408,0.590905488,0.69701618,0.529971898
45.5,70.5,0.710571349,0.587327421,0.692354918,0.526083469
46.5,70.5,0.712479234,0.579973221,0.680808067,0.526688039
47.5,70.5,0.71463269,0.576993167,0.676882327,0.528048933
48.5,70.5,0.714344084,0.551979661,0.657293975,0.523235381
49.5,70.5,0.714868963,0.499787271,0.598125815,0.524250627
50.5,70.5,0.721834004,0.507581472,0.605068386,0.523636341
51.5,70.5,0.725192308,0.544744611,0.636044443,0.518035293
52.5,70.5,0.72451067,0.598901033,0.700113535,0.497102827
53.5,70.5,0.717584312,0.574550152,0.683622062,0.47320804
54.5,70.5,0.71344465,0.573031664,0.678449094,0.470684379
55.5,70.5,0.72347641,0.570651472,0.683390737,0.466640145
56.5,70.5,0.735403061,0.51920265,0.600388467,0.473313838
-25.5,69.5,0.767478943,0.552723587,0.528680861,0.569182634
-24.5,69.5,0.774874091,0.593628705,0.590212762,0.543460131
-23.5,69.5,0.773247004,0.58460629,0.513945878,0.621817708
-22.5,69.5,0.796736419,0.603032947,0.535523415,0.63502717
-21.5,69.5,0.79872793,0.621723413,0.543946087,0.61598736
-20.5,69.5,0.801336944,0.614838421,0.526296258,0.642156363
-19.5,69.5,0.815022588,0.635184526,0.528103173,0.706250668
-18.5,69.5,0.812928081,0.596037328,0.509306312,0.718527794
-17.5,69.5,0.82305932,0.572839618,0.50977999,0.707523584
-16.5,69.5,0.831108332,0.587906003,0.552618325,0.678549349
-15.5,69.5,0.825137377,0.593920231,0.556957006,0.687914014
-14.5,69.5,0.817086995,0.606157482,0.55573833,0.711712837
-13.5,69.5,0.810267448,0.610182524,0.557909548,0.725775719
-12.5,69.5,0.804610133,0.632575691,0.578960717,0.688785315
-11.5,69.5,0.806245148,0.640600204,0.587815881,0.684795678
-10.5,69.5,0.792887628,0.604046345,0.520143509,0.720759511
-9.5,69.5,0.789885283,0.643771172,0.521704972,0.757885277
-8.5,69.5,0.805361509,0.683389962,0.560368299,0.807384133
-7.5,69.5,0.79807657,0.703579009,0.571921408,0.798522234
-6.5,69.5,0.718355417,0.565721095,0.520333409,0.692853212
-5.5,69.5,0.701107919,0.477199078,0.515581489,0.661620796
-4.5,69.5,0.68843466,0.477123916,0.508378148,0.662429869
-3.5,69.5,0.669549882,0.509608567,0.503796756,0.700710773
-2.5,69.5,0.66581136,0.492475033,0.500339448,0.691750526
-1.5,69.5,0.66665113,0.507328331,0.516596377,0.700378954
-0.5,69.5,0.671912253,0.53216207,0.537683845,0.69373405
0.5,69.5,0.659856856,0.528606534,0.575686514,0.631357133
1.5,69.5,0.642259777,0.521989763,0.595866084,0.583678186
2.5,69.5,0.625962853,0.495135933,0.565849483,0.565255046
3.5,69.5,0.62646538,0.484255075,0.551236629,0.566121936
4.5,69.5,0.622625887,0.482137144,0.549935639,0.570717752
5.5,69.5,0.61872375,0.487594873,0.556541324,0.574136436
6.5,69.5,0.614419103,0.526176155,0.608663499,0.575196743
7.5,69.5,0.633345723,0.557483256,0.637469709,0.585148573
8.5,69.5,0.672918797,0.578332782,0.64859271,0.606122255
9.5,69.5,0.675137103,0.582272768,0.653013468,0.60866946
10.5,69.5,0.662889481,0.578903139,0.631542563,0.627115726
11.5,69.5,0.680671692,0.604697883,0.628684878,0.65981853
12.5,69.5,0.703225315,0.652197242,0.635075986,0.694318533
13.5,69.5,0.70437634,0.674883068,0.636740863,0.739605367
14.5,69.5,0.717597961,0.702868998,0.632146955,0.771080434
15.5,69.5,0.734279692,0.695396483,0.634841561,0.768126488
16.5,69.5,0.727419078,0.664920986,0.651488423,0.707366586
17.5,69.5,0.694251299,0.645402372,0.702778399,0.585408568
18.5,69.5,0.684259415,0.673372567,0.781779885,0.511680663
19.5,69.5,0.62070626,0.554059625,0.716196477,0.465475261
30.5,69.5,0.740648687,0.687186182,0.7919631,0.522895932
31.5,69.5,0.750627398,0.692991138,0.753690243,0.579563618
32.5,69.5,0.730888307,0.705476344,0.768214285,0.542524517
33.5,69.5,0.756209314,0.691852629,0.754581571,0.584155858
34.5,69.5,0.757744551,0.686574638,0.744815171,0.589348197
35.5,69.5,0.722251356,0.660187662,0.728745878,0.57050699
36.5,69.5,0.715283513,0.637287021,0.710631907,0.566780329
37.5,69.5,0.710642815,0.618961692,0.69865346,0.562273562
38.5,69.5,0.70993185,0.620565236,0.705744326,0.560062349
39.5,69.5,0.714802742,0.596743643,0.677325547,0.561156094
40.5,69.5,0.717115343,0.594688296,0.677291989,0.55908066
41.5,69.5,0.71239531,0.597259462,0.703049839,0.541583836
42.5,69.5,0.701468408,0.543397605,0.655661643,0.512564063
43.5,69.5,0.69595468,0.517792404,0.612659097,0.502508044
44.5,69.5,0.695931733,0.521104693,0.611396074,0.505770802
45.5,69.5,0.69791019,0.514753938,0.602338433,0.513359964
46.5,69.5,0.708557308,0.504011333,0.583460927,0.524806559
